,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,250.028002,2.25904,2.574593,0.244896,3.560796,0.971065,3.712433,6.693386,7.294241,6.775859,1.031018,5.300665,8.242376
1,678.888937,4.4430320922222215,2.975740691111113,0.237463,3.873569,0.966822,15.396145,6.322863,4.200354,1.160037,10.925502,10.729831,9.84833
2,277.568685,7.6234410000000015,1.582376,0.315214,3.546027,0.985277,8.222753526666667,6.216856,2.772142,8.089286,6.510399,6.584903999999999,7.365182000000001
3,220.862475,5.342857,1.426692,0.200689,3.6934556644444427,0.996164,0.837462,7.380250999999999,4.136386,6.8504137544444434,3.40696,8.647871,7.744706
4,270.135897,6.488599,1.815623,0.135108,2.859454,0.985726,5.24785,7.32668,6.51711,7.409005,0.876959,4.583116,6.0270480000000015
5,198.056649,1.2079959999999998,2.99673,0.304475,3.674942,0.95657,10.322279,2.582348,6.038009,6.669257000000001,0.308336,3.207075,7.664159
6,405.524114,4.4430320922222215,2.975740691111113,0.17904,3.795615,0.984576,4.328526,1.7741189999999998,5.144314,13.857241,9.553291,5.962458,5.855501
7,175.327185,4.501208,0.862326,0.24234435333333362,3.56596,0.951565,3.191665,1.161605,5.936671,6.000543,4.860319273333335,0.4694350000000001,10.752807
8,441.993345,4.166824,2.623945,0.247518,4.616213,0.96739,13.590233,2.551286,6.422511,7.327933,2.200839,6.91973,7.674277
9,527.923377,4.4430320922222215,1.628509,0.26544,3.1236740000000003,0.975876,8.222753526666667,6.069007,4.654407,16.880978,0.5334720000000001,4.41484,7.591547999999999
10,913.045971,9.987636,2.276841,0.14002,3.497002,0.989149,17.612249,4.885348361111113,5.125625,8.695955,1.863983,8.700984,6.7534589999999985
11,110.77433899999998,4.357292,1.593221,0.23945,4.07043,0.992191,1.363276,4.900146,6.023257,3.901609,4.862024,3.596967,8.997675
12,217.633723,3.991354,3.744363,0.301848,3.458478,0.997417,8.910606,5.128831,5.341414,9.554689,1.289563,5.120168,7.262202
13,410.396873,5.007363,4.395524,0.07706299999999999,3.690278,0.977812912222223,8.070452000000001,10.68167,3.706603,6.564502,3.5355190000000003,2.498987,9.195336
14,324.7414970000001,5.857189,2.975740691111113,0.201229,2.68945,0.968891,10.848144,5.830696,4.267874,9.103352,5.413492,0.671719,6.958772
15,104.211876,4.180105,3.606558,0.113672,3.596528,0.965477,3.71552,4.393669,3.827498,1.612835,2.252542,1.6977970000000002,9.081227
16,586.085005,4.915763,2.780132,0.233784,3.4170480000000003,0.986421,6.514817,8.370916000000001,5.577826,13.100391,5.5051760000000005,11.166922,7.336567999999999
17,633.215498,6.091057,0.975878,0.297416,3.795228,0.98311,16.272584,3.074183,4.799039,6.8504137544444434,4.860319273333335,7.122149,9.292997
18,188.305253,4.60536,1.9487,0.24234435333333362,3.527672,0.962014,4.127549,6.6808380000000005,5.393436,4.400418,5.521264,6.76430447888889,7.624523
19,975.881803,5.083915,2.780726,0.186329,4.02679,0.976538,8.157397,4.885348361111113,5.180066020000009,7.6396320000000015,4.860319273333335,16.733971,8.267767
20,646.081394,4.734942,2.79398,0.275223,3.460461,0.983631,3.041291,10.529903,4.209732,1.125679,6.638511,6.76430447888889,7.846779
21,386.685627,5.743468,1.810206,0.345138,4.065511,0.96873,0.221496,4.937614,5.038171,9.892545,1.500448,11.164243,7.30435
22,303.468593,5.267299,0.144616,0.312633,3.746355,0.974075,4.6318480000000015,4.488685,4.863012,1.331373,4.860319273333335,9.254537,9.022745
23,368.38593,2.763191,2.975740691111113,0.198696,3.508124,1.000508,8.222753526666667,4.885348361111113,3.220016,5.131872,4.687594,10.185658,8.245212152222221
24,451.310401,3.969252,4.407782,0.149788,3.506043,0.964036,13.286012,7.713980999999999,4.865328,7.183836,2.567188,6.76430447888889,7.787244
25,107.364172,4.483059,0.764,0.24153400000000005,3.65454,0.980305,3.454518,0.5719609999999999,4.077448,3.929919,2.9625630000000003,6.900924000000002,6.268018
26,216.046732,3.600858,2.871673,0.360727,3.722436,0.961737,0.846519,4.885348361111113,5.180066020000009,1.589058,5.7155559999999985,0.945131,7.8612009999999986
27,345.311366,5.046885,2.975740691111113,0.24234435333333362,4.052791,0.970086,9.558137,4.885348361111113,5.180066020000009,10.716786,9.620443,3.158356,9.070106
28,251.196086,8.620455999999999,4.731481,0.172406,3.6934556644444427,0.977812912222223,0.63884,7.924900999999998,4.993253,1.391575,4.15516,3.07943,9.156351
29,321.851923,4.877577,2.975740691111113,0.184613,3.059979,0.988462,3.634368,9.653866,5.155542,1.1727299999999998,4.19592,1.660074,8.535081
30,186.147917,3.88225,5.788437999999998,0.17795899999999998,4.1768839999999985,0.972434,7.465841,5.398077,4.883513,5.429061,5.666081,3.415621,8.744589
31,528.975538,3.717207,4.51935,0.14008099999999998,3.587271,0.971518,14.838708,3.60109,7.3920119999999985,3.689637,0.532713,4.485579,7.864215
32,544.470894,1.954465,2.171461,0.3155,3.130275,0.987651,1.917497,6.561411,5.345691,7.885434,0.970003,12.623646,9.238707000000002
33,215.953974,1.050443,3.52457,0.315151,4.057524,0.977812912222223,3.78357,5.823755,5.3064339999999985,3.466549,7.453836,6.858785000000001,6.7463190000000015
34,417.523848,4.4430320922222215,0.55684,0.284001,4.279641000000002,0.969847,7.937803999999999,5.539046,3.249473,7.291191,4.860319273333335,9.147216,7.644454
